,Run,SRA,Model,Assay,LibrarySelection,Class,Part.of.microRNAOme.1,CellType,batch.used.in.the.normalization.approaches,group.used.in.the.normalization.approaches,Total_reads,Total.Filtered.reads,Trimmed.Reads..unique.,All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin.miRNAs.Reads,mature.tRNA.Reads,primary.tRNA.Reads,snoRNA.Reads,rRNA.Reads,Other.ncRNA.reads,mRNA.Reads,Remaining.Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
DRR041591,DRR041591,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Stem,No,Mesenchymal_stem_cell_derived_bone_marrow,159.0,7.0,541126.0,448083.0,48160.0,137931.0,137078.0,270.0,682.0,30512.0,1209.0,12100.0,208267.0,13299.0,4898.0,39185.0,DRX037225,PRJDB2675,DRS008246,SAMD00005449,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041609,DRR041609,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Stem,No,Neural_stem_cell,159.0,7.0,748399.0,708006.0,83105.0,274318.0,273498.0,384.0,536.0,151440.0,1577.0,5005.0,171626.0,44799.0,12492.0,46213.0,DRX037243,PRJDB2675,DRS008266,SAMD00005458,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041617,DRR041617,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Stem,No,Mesenchymal_stem_cell_derived_adipose_tissue,159.0,7.0,3524755.0,3356108.0,106481.0,1114937.0,1112698.0,496.0,2982.0,589873.0,3103.0,68509.0,1347856.0,63037.0,10710.0,155101.0,DRX037251,PRJDB2675,DRS008238,SAMD00005975,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041636,DRR041636,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Stem,No,Embryonic_stem_cell_H9,159.0,7.0,1001122.0,838736.0,100704.0,72580.0,71053.0,319.0,1181.0,335334.0,2439.0,29569.0,189246.0,77461.0,23259.0,107667.0,DRX037270,PRJDB2675,DRS017470,SAMD00021390,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR8428648,SRR8428648,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,3848274.0,3386282.0,91484.0,2407613.0,2405613.0,635.0,1746.0,57325.0,433.0,210353.0,67547.0,488418.0,8631.0,144216.0,SRX5236474,PRJNA514238,SRS4239549,SAMN10721604,GEO,DOI: 10.3390/cells8020133,30743997
ERR2938225,ERR2938225,ERP112400,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,T_lymphocyte,45.0,4.0,14291379.0,13578423.0,942272.0,3786014.0,3763638.0,659.0,20280.0,624905.0,52013.0,2580990.0,3514834.0,890769.0,111881.0,1996737.0,ERX2941018,PRJEB30028,ERS2952624,SAMEA5144875,Exiqon,DOI: 10.1016/j.neo.2019.01.004,30763910
SRR3103395,SRR3103395,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,1536131.0,1355837.0,47526.0,556508.0,555665.0,412.0,1201.0,56549.0,52.0,158991.0,45002.0,429288.0,20135.0,88111.0,SRX1532045,PRJNA308928,SRS1249405,SAMN04417588,GEO,-,-
SRR3103397,SRR3103397,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,1541723.0,1325463.0,52646.0,534985.0,534051.0,418.0,1212.0,91526.0,54.0,101674.0,40616.0,436410.0,34115.0,84871.0,SRX1532047,PRJNA308928,SRS1249400,SAMN04417590,GEO,-,-
SRR3103407,SRR3103407,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,1678117.0,1394791.0,60310.0,583551.0,582400.0,436.0,1623.0,372675.0,51.0,35571.0,16399.0,300872.0,4803.0,79246.0,SRX1532057,PRJNA308928,SRS1249389,SAMN04417576,GEO,-,-
SRR8428660,SRR8428660,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,3541997.0,3251397.0,115693.0,2221272.0,2219537.0,580.0,1762.0,40883.0,246.0,209010.0,88709.0,504298.0,15857.0,169360.0,SRX5236486,PRJNA514238,SRS4239561,SAMN10721592,GEO,DOI: 10.3390/cells8020133,30743997
SRR8428646,SRR8428646,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,4576966.0,4251278.0,101426.0,3111058.0,3108478.0,642.0,1972.0,45047.0,529.0,207259.0,53104.0,658073.0,8792.0,165444.0,SRX5236472,PRJNA514238,SRS4239547,SAMN10721606,GEO,DOI: 10.3390/cells8020133,30743997
SRR3103389,SRR3103389,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,1093038.0,1017377.0,41478.0,297930.0,297267.0,366.0,848.0,93027.0,14.0,116166.0,28419.0,388318.0,32467.0,60188.0,SRX1532039,PRJNA308928,SRS1249411,SAMN04417582,GEO,-,-
SRR12076654,SRR12076654,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120.0,4.0,5641161.0,5475233.0,323926.0,3220765.0,3209605.0,519.0,1519.0,216793.0,5868.0,293176.0,931078.0,341237.0,35717.0,429080.0,SRX8604036,PRJNA641417,SRS6894189,SAMN15352507,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR8428662,SRR8428662,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,3802719.0,3394976.0,100580.0,2299180.0,2297213.0,586.0,2381.0,54927.0,365.0,230097.0,86785.0,543333.0,12129.0,165779.0,SRX5236488,PRJNA514238,SRS4239563,SAMN10721590,GEO,DOI: 10.3390/cells8020133,30743997
SRR8428664,SRR8428664,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,3595215.0,3129323.0,110644.0,2114741.0,2113008.0,577.0,1948.0,63021.0,221.0,184763.0,92934.0,475037.0,12470.0,184188.0,SRX5236490,PRJNA514238,SRS4239565,SAMN10721588,GEO,DOI: 10.3390/cells8020133,30743997
ERR3365902,ERR3365902,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,7966505.0,7966505.0,856167.0,1781480.0,1771236.0,593.0,3266.0,2298949.0,455.0,737283.0,1041854.0,498398.0,555747.0,1049073.0,ERX3390190,PRJEB32955,ERS3506513,SAMEA5702856,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
SRR5760176,SRR5760176,SRP110580,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,107.0,11.0,4038134.0,4038134.0,83316.0,486599.0,470329.0,157.0,147.0,23091.0,1.0,15714.0,739799.0,400679.0,12023.0,2360081.0,SRX2960012,PRJNA392043,SRS2317024,SAMN07280827,GEO,DOI: 10.3389/fimmu.2017.00851,28791012
ERR3365880,ERR3365880,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,12425194.0,12425194.0,704888.0,4335009.0,4316213.0,789.0,5099.0,1066893.0,4169.0,1182472.0,3358181.0,1258985.0,186710.0,1027676.0,ERX3390168,PRJEB32955,ERS3506491,SAMEA5702834,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
ERR3365881,ERR3365881,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,9400862.0,9400862.0,385487.0,3027459.0,3018911.0,735.0,4391.0,691846.0,1990.0,1037140.0,1857434.0,2019278.0,123308.0,638016.0,ERX3390169,PRJEB32955,ERS3506492,SAMEA5702835,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
SRR8428656,SRR8428656,SRP178219,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,142.0,11.0,3153134.0,2769272.0,89881.0,2032541.0,2031179.0,529.0,1320.0,46133.0,282.0,301023.0,66173.0,159633.0,11205.0,150962.0,SRX5236482,PRJNA514238,SRS4239557,SAMN10721596,GEO,DOI: 10.3390/cells8020133,30743997
SRR3103402,SRR3103402,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,979825.0,686744.0,40322.0,300983.0,300218.0,403.0,831.0,139682.0,70.0,25625.0,11165.0,161600.0,3661.0,43127.0,SRX1532052,PRJNA308928,SRS1249395,SAMN04417595,GEO,-,-
ERR3365899,ERR3365899,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,7608627.0,7608627.0,496996.0,2403709.0,2393888.0,664.0,3601.0,1716024.0,1070.0,851784.0,940407.0,581203.0,301504.0,809325.0,ERX3390187,PRJEB32955,ERS3506510,SAMEA5702853,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
ERR3365883,ERR3365883,ERP115700,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,144.0,11.0,6655089.0,6655089.0,572126.0,1366760.0,1352320.0,577.0,2358.0,398008.0,1294.0,678292.0,2625994.0,644305.0,151707.0,786371.0,ERX3390171,PRJEB32955,ERS3506494,SAMEA5702837,Centre for Genomic Regulation,DOI: 10.3390/jcm8060849,31207946
SRR3103405,SRR3103405,SRP068503,Illumina MiSeq,miRNA-Seq,size fractionation,Immune,No,Mononuclear_immune_cell,141.0,11.0,1401797.0,1131428.0,59184.0,439679.0,438778.0,422.0,2138.0,372199.0,64.0,63655.0,17564.0,127431.0,6838.0,101860.0,SRX1532055,PRJNA308928,SRS1249391,SAMN04417598,GEO,-,-
SRR6757248,SRR6757248,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,11629094.0,11305781.0,582458.0,3406231.0,3396225.0,680.0,6489.0,902048.0,23450.0,629886.0,2453710.0,2541683.0,247810.0,1094474.0,SRX3729783,PRJNA434869,SRS2987016,SAMN08578647,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757249,SRR6757249,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,7807101.0,7580894.0,424829.0,2281990.0,2275850.0,616.0,4438.0,614507.0,16224.0,425006.0,1643733.0,1697598.0,172420.0,724978.0,SRX3729783,PRJNA434869,SRS2987016,SAMN08578647,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757250,SRR6757250,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,10180293.0,9836520.0,502015.0,3471275.0,3455899.0,694.0,6374.0,854329.0,19002.0,579858.0,1644795.0,2090907.0,160313.0,1009667.0,SRX3729784,PRJNA434869,SRS2987019,SAMN08578646,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757251,SRR6757251,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,6851848.0,6612016.0,370237.0,2329336.0,2319643.0,625.0,4360.0,582637.0,13025.0,391227.0,1105388.0,1397626.0,111362.0,677055.0,SRX3729784,PRJNA434869,SRS2987019,SAMN08578646,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757252,SRR6757252,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,13398536.0,13173701.0,532066.0,4054724.0,4047849.0,659.0,9668.0,914755.0,21913.0,915831.0,2649222.0,3056131.0,227902.0,1323555.0,SRX3729785,PRJNA434869,SRS2987017,SAMN08578645,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757253,SRR6757253,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,9003215.0,8846498.0,393020.0,2716187.0,2711976.0,607.0,6918.0,625963.0,15359.0,617944.0,1778867.0,2043208.0,159103.0,882949.0,SRX3729785,PRJNA434869,SRS2987017,SAMN08578645,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757254,SRR6757254,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,8952679.0,8802262.0,337959.0,3251071.0,3243153.0,560.0,6606.0,1116380.0,12434.0,453357.0,1425395.0,1705342.0,101667.0,730010.0,SRX3729786,PRJNA434869,SRS2987018,SAMN08578644,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757255,SRR6757255,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,9148810.0,8998459.0,302409.0,3361269.0,3354649.0,548.0,6257.0,1111159.0,12549.0,457387.0,1472760.0,1770809.0,105433.0,700836.0,SRX3729786,PRJNA434869,SRS2987018,SAMN08578644,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757256,SRR6757256,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,7494420.0,7341196.0,322881.0,2202237.0,2197826.0,503.0,6127.0,944854.0,5938.0,338875.0,1739165.0,1343304.0,118379.0,642317.0,SRX3729787,PRJNA434869,SRS2987020,SAMN08578643,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR6757257,SRR6757257,SRP133212,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Erythroblast_derived,154.0,21.0,7667592.0,7512809.0,294020.0,2267900.0,2264002.0,489.0,6010.0,936187.0,6027.0,341478.0,1793292.0,1416427.0,119014.0,626474.0,SRX3729787,PRJNA434869,SRS2987020,SAMN08578643,GEO,DOI: 10.1371/journal.pone.0178700,28570605
SRR3401670,SRR3401670,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3789774.0,268538.0,2748961.0,2744468.0,504.0,14894.0,167183.0,8426.0,110389.0,404695.0,79095.0,88927.0,167204.0,SRX1712676,PRJNA318881,SRS1402026,SAMN04869622,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401671,SRR3401671,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3788521.0,265791.0,2744682.0,2740278.0,520.0,14817.0,167556.0,8546.0,110971.0,406561.0,79815.0,90938.0,164635.0,SRX1712676,PRJNA318881,SRS1402026,SAMN04869622,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401682,SRR3401682,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3840228.0,163153.0,3255709.0,3247661.0,515.0,14807.0,88648.0,6509.0,118329.0,124527.0,52512.0,27255.0,151932.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401683,SRR3401683,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,886440.0,850519.0,51858.0,716569.0,714197.0,335.0,3362.0,19540.0,1368.0,26803.0,27394.0,11564.0,5753.0,38166.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401684,SRR3401684,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3840097.0,151199.0,3257591.0,3252729.0,514.0,15328.0,91335.0,7074.0,120621.0,128360.0,52423.0,29411.0,137954.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401685,SRR3401685,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3843294.0,156056.0,3259148.0,3254068.0,514.0,15332.0,90640.0,6981.0,119943.0,126313.0,52438.0,28805.0,143694.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401686,SRR3401686,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3839397.0,161785.0,3252149.0,3247666.0,511.0,14778.0,90037.0,7012.0,119098.0,125962.0,52593.0,28169.0,149599.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401687,SRR3401687,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,936010.0,898530.0,53675.0,760273.0,757755.0,348.0,3380.0,21626.0,1370.0,28931.0,29192.0,12853.0,5732.0,35173.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401688,SRR3401688,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3840886.0,143686.0,3263265.0,3258924.0,538.0,15407.0,90961.0,7439.0,119762.0,128145.0,52029.0,30513.0,133365.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR3401689,SRR3401689,SRP073483,Illumina HiSeq 2500,RNA-Seq,cDNA,Epithelial,No,Bronchial_epithelial_cell,138.0,9.0,4000000.0,3841403.0,141127.0,3263361.0,3259193.0,512.0,15852.0,90875.0,7703.0,119991.0,128463.0,51976.0,31463.0,131719.0,SRX1712678,PRJNA318881,SRS1402024,SAMN04869624,GEO,DOI: 10.1371/journal.ppat.1005672,27295279
SRR1207050,SRR1207050,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myotube,108.0,37.0,11718614.0,11678636.0,382854.0,7096837.0,7090411.0,520.0,3494.0,990043.0,49042.0,57757.0,1400381.0,188099.0,47805.0,1845178.0,SRX501890,PRJNA231903,SRS582935,SAMN02463581,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207051,SRR1207051,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myoblast,108.0,37.0,14152480.0,14116828.0,435190.0,11647163.0,11633538.0,668.0,15188.0,662476.0,98118.0,63767.0,316789.0,166149.0,51982.0,1095196.0,SRX501891,PRJNA231903,SRS582936,SAMN02463582,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207052,SRR1207052,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myotube,108.0,37.0,10956710.0,10916331.0,399802.0,6581509.0,6575744.0,521.0,3500.0,936756.0,39466.0,99437.0,1695501.0,185479.0,45995.0,1328688.0,SRX501882,PRJNA231903,SRS582926,SAMN02463577,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207053,SRR1207053,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myoblast,108.0,37.0,12951507.0,12916933.0,358739.0,9162028.0,9148869.0,586.0,7388.0,1414699.0,29726.0,65054.0,359982.0,140427.0,38408.0,1699221.0,SRX501883,PRJNA231903,SRS582927,SAMN02463578,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207054,SRR1207054,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myotube,108.0,37.0,13239293.0,13189862.0,474564.0,4740415.0,4731993.0,484.0,3833.0,1540992.0,23599.0,78630.0,3303546.0,212243.0,45058.0,3241546.0,SRX501885,PRJNA231903,SRS582930,SAMN02463579,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR1207055,SRR1207055,SRP034654,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Muscle,No,Myoblast,108.0,37.0,11689738.0,11557452.0,418047.0,3824502.0,3744491.0,483.0,3666.0,3315383.0,21111.0,23574.0,449238.0,146193.0,36330.0,3737455.0,SRX501887,PRJNA231903,SRS582931,SAMN02463580,UNIVERSIT?Ç DEGLI STUDI DI MILANO BICOCCA,-,-
SRR871671,SRR871671,SRP023531,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,SRR871671,Beta_cell,32.0,5.0,4786141.0,3413559.0,97115.0,2999886.0,2995181.0,509.0,1379.0,31031.0,397.0,49071.0,146077.0,21061.0,13427.0,151230.0,SRX290620,PRJNA193453,SRS431782,SAMN01984732,"OXFORD CENTRE FOR DIABETES, ENDOCRINOLOGY & METABO",DOI: 10.1371/journal.pone.0055272,23372846
DRR041390,DRR041390,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mononuclear_immune_cell,159.0,11.0,2576178.0,1842318.0,131609.0,833175.0,830003.0,476.0,489.0,188414.0,957.0,227644.0,351474.0,111753.0,25668.0,102744.0,DRX037024,PRJDB2675,DRS008293,SAMD00005408,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041495,DRR041495,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,CD4_lymphocyte,159.0,4.0,5478290.0,4873587.0,303371.0,1569216.0,1565101.0,437.0,1809.0,374251.0,2153.0,943408.0,1257975.0,347316.0,86620.0,290839.0,DRX037129,PRJDB2675,DRS008069,SAMD00005494,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041497,DRR041497,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mast_cell,159.0,29.0,6275401.0,4296599.0,300980.0,781832.0,776755.0,427.0,932.0,84340.0,125.0,138889.0,2943088.0,79524.0,49843.0,218026.0,DRX037131,PRJDB2675,DRS008224,SAMD00004690,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041559,DRR041559,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Macrophage,159.0,11.0,1631321.0,1489554.0,83825.0,413218.0,411475.0,367.0,1287.0,323984.0,1705.0,20256.0,585024.0,25253.0,8262.0,110565.0,DRX037193,PRJDB2675,DRS008215,SAMD00005017,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041492,DRR041492,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mast_cell,159.0,29.0,3907182.0,3225435.0,258840.0,631180.0,626566.0,384.0,955.0,113252.0,115.0,120106.0,2052491.0,73226.0,50568.0,183542.0,DRX037126,PRJDB2675,DRS008226,SAMD00004803,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR2529526,SRR2529526,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,3510813.0,3043774.0,227197.0,1712942.0,1701478.0,533.0,2508.0,268404.0,10227.0,70216.0,591134.0,78046.0,11909.0,298388.0,SRX1291937,PRJNA297139,SRS1091422,SAMN04115763,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529525,SRR2529525,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,3502309.0,3034905.0,203637.0,1713689.0,1702801.0,550.0,2541.0,270850.0,10390.0,70177.0,595271.0,77901.0,12179.0,281907.0,SRX1291937,PRJNA297139,SRS1091422,SAMN04115763,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529534,SRR2529534,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,6694565.0,5454675.0,351045.0,3536204.0,3499981.0,659.0,3965.0,156481.0,15865.0,171331.0,704183.0,202285.0,30644.0,633717.0,SRX1291941,PRJNA297139,SRS1091418,SAMN04115767,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529580,SRR2529580,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,6851878.0,5630586.0,623240.0,2885118.0,2849315.0,619.0,4934.0,126073.0,15226.0,117019.0,637115.0,140545.0,25628.0,1678928.0,SRX1291964,PRJNA297139,SRS1091394,SAMN04115733,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529575,SRR2529575,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,5023122.0,4439573.0,395777.0,2235652.0,2215034.0,572.0,4199.0,267455.0,13267.0,83105.0,643566.0,130803.0,43356.0,1018170.0,SRX1291962,PRJNA297139,SRS1091397,SAMN04115748,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR5998748,SRR5998748,SRP131341,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Macrophage,104.0,11.0,20792089.0,20792026.0,491598.0,15958405.0,15892961.0,919.0,30562.0,881279.0,13415.0,531827.0,1657862.0,341314.0,185690.0,1191672.0,SRX3154227,PRJNA401712,SRS2486062,SAMN07594537,GEO,DOI: 10.1016/j.celrep.2017.09.030,28978468
SRR5756088,SRR5756088,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158.0,49.0,3416917.0,2440903.0,16343.0,119109.0,118293.0,145.0,74.0,303.0,0.0,791.0,2176.0,9690.0,191.0,2308569.0,SRX2956268,PRJNA391912,SRS2313471,SAMN07277795,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756089,SRR5756089,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,3560803.0,3128495.0,146734.0,1883691.0,1880338.0,439.0,682.0,202177.0,254.0,550808.0,173359.0,161200.0,22103.0,134221.0,SRX2956269,PRJNA391912,SRS2313472,SAMN07277794,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756090,SRR5756090,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,8770311.0,6805280.0,214949.0,2677344.0,2671739.0,501.0,1406.0,422347.0,582.0,866376.0,454120.0,232206.0,40178.0,2110721.0,SRX2956270,PRJNA391912,SRS2313473,SAMN07277894,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756092,SRR5756092,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD15_cell,158.0,11.0,2990673.0,1946518.0,37121.0,100564.0,98956.0,261.0,43.0,9284.0,1.0,9512.0,22363.0,31633.0,1545.0,1771573.0,SRX2956272,PRJNA391912,SRS2313475,SAMN07277892,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756093,SRR5756093,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD19_lymphocyte,158.0,4.0,6830694.0,4909367.0,197942.0,1341021.0,1336108.0,431.0,1032.0,178365.0,1324.0,725033.0,359556.0,182432.0,39675.0,2080929.0,SRX2956273,PRJNA391912,SRS2313476,SAMN07277762,GEO,DOI: 10.1093/nar/gkx706,28934507
